33,1,3,2,8,0,5,1.1,3.1,7,0.1,2.1,1.2,2.2,6,1.3,2.3,7.1,1.4,0.2,1.5,2.4,5.1,2.5,1.6,1.7,2.6,6.1,1.8,1.9,8.1,8.2,0.3,1.10,8.3,1.11,0.4,4,5.2,0.5,0.6,4.1,3.2,0.7,0.8,0.9,6.2,0.10,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.20,5.3,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,1.12,0.29,0.30,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,1.13,0.40,0.41,0.42,0.43,0.44,0.45,mixed_type_col
 37.0 ,1.0,2.0,2.0,8.0,1.0,4.0,?,4.0, 6.0 ,2.0,2.0,0.0,4.0, 5.0 ,0.0,5.0,4.0,0.0,0.0, 0.0 ,5.0,0.0,4.0,0.0,2.0,3.0,5.0,0.0,2.0,7.0,,1.0,2.0,6.0,3.0,2.0,0.0,5.0,2.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,invalid,0.0,0.0,0.0,0.0,0.0,108
37.0,1.0,2.0,2.0,8.0,0.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0, 5.0 , 0.0 ,4.0,0.0,7.0,2.0,7.0,0.0,2.0,9.0,0.0, 4.0 ,5.0,0.0,294.0,0.0,3.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,unknown
9.0,1.0,3.0,3.0,3.0,2.0,3.0, 2.0 ,4.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,5.0,4.0,9.0,0.0,0.0,7.0,2.0,1.0,5.0,3.0,0.0,0.0,4.0,4.0,0.0, 0.0 ,0.0,6.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0, 0.0 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,904
40.0,1.0,4.0,2.0,10.0,1.0,4.0,1.0,4.0,7.0,1.0,2.0,,4.0,4.0,5.0,4.0,0.0, 0.0 ,5.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,2.0,1.0,5.0,4.0,0.0,0.0,9.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 1.0 ,0.0,0.0,0.0,0.0,0.0,0.0,bad
 23.0 ,1.0,2.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,6.0,3.0, 3.0 ,5.0,2.0,0.0,5.0,4.0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,0.0,5.0, 3.0 ,3.0,9.0,0.0,5.0,2.0, 3.0 ,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0, 0.0 , 0.0 , 0.0 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271
39.0, 2.0 ,3.0,2.0,9.0,2.0,2.0, 0.0 ,5.0,7.0,2.0,0.0,0.0,3.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,4.0,5.0,0.0,6.0,3.0,8.0,0.0,1.0,9.0,0.0,4.0, 3.0 ,3.0,0.0,0.0,3.0,5.0,0.0,780.0,0.0,6.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945
33.0,1.0,2.0,3.0,8.0,0.0,7.0,0.0,2.0,196.0,2.0,0.0,0.0,5.0,4.0,0.0,3.0,6.0,2.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,2.0, 5.0 ,2.0,0.0,9.0,4.0,4.0,2.0,6.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,invalid,0.0,
33.0,1.0,2.0,4.0,8.0,0.0,1.0,3.0,6.0,6.0, 441.0 ,3.0,3.0,?,,0.0, 1.0 ,8.0,393.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,?, 8.0 ,1.0, 9.0 , 0.0 ,,2.0,3.0,7.0,2.0,7.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,2.0,3.0,3.0,3.0,3.0, 5.0 ,0.0,2.0,7.0,0.0,2.0,2.0,2.0,6.0,0.0,4.0,invalid,2.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,9.0,6.0,1.0,2.0,6.0,3.0,2.0,3.0,3.0,1.0,0.0,4.0,7.0, 2.0 ,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,399
10.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,,,1.0,2.0,0.0,3.0,6.0,4.0,3.0, 3.0 ,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,9.0,6.0,2.0,1.0,5.0,4.0,0.0,3.0,2.0,2.0,2.0,8.0,7.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0, 0.0 ,0.0,424
