rank,Cliente_ID,prob_pct,prob_compra,MoHoPol,is_top10pct,is_top5pct,decile
1,4,75.43206031959423,0.7543206031959423,1,True,True,1
2,6,70.31854594846928,0.7031854594846928,1,True,True,1
3,2,62.323533228377705,0.623235332283777,1,True,True,1
4,2,59.03671562062344,0.5903671562062344,1,True,True,1
5,5,58.79165503838143,0.5879165503838143,1,True,True,1
6,3,55.93551393909618,0.5593551393909618,1,True,True,1
7,4,54.60424626408427,0.5460424626408427,1,True,True,1
8,9,49.981683648129604,0.49981683648129605,1,True,True,1
9,6,46.68498176136323,0.4668498176136323,1,True,True,1
10,4,46.543249127133855,0.46543249127133857,1,True,True,1
11,5,45.45611928445011,0.4545611928445011,1,True,True,1
12,4,45.34904663250783,0.4534904663250783,0,True,True,1
13,4,45.34904663250783,0.4534904663250783,1,True,True,1
14,5,44.273796915630086,0.44273796915630087,1,True,True,1
15,4,43.75463118183416,0.4375463118183416,1,True,True,1
16,3,43.11624202637923,0.4311624202637923,1,True,True,1
17,3,43.11624202637923,0.4311624202637923,0,True,True,1
18,4,43.04926455791113,0.4304926455791113,0,True,True,1
19,9,43.01942465588359,0.43019424655883587,0,True,True,1
20,4,42.94343359915959,0.4294343359915959,1,True,True,1
21,4,42.94343359915959,0.4294343359915959,0,True,True,1
22,4,42.75924345966591,0.42759243459665913,1,True,True,1
23,3,42.14097415055718,0.42140974150557176,1,True,True,1
24,2,41.78722224537449,0.4178722224537449,0,True,True,1
25,4,41.53944713171173,0.4153944713171173,1,True,True,1
26,3,41.31897852156765,0.4131897852156765,1,True,True,1
27,5,40.18257790626997,0.40182577906269973,1,True,True,1
28,4,40.0991419647493,0.400991419647493,1,True,True,1
29,4,39.616110715674,0.39616110715673997,0,True,True,1
30,5,39.17585110919421,0.39175851109194215,0,True,True,1
31,4,39.11552140813958,0.39115521408139575,1,True,True,1
32,3,39.073126771860764,0.39073126771860767,0,True,True,1
33,3,39.073126771860764,0.39073126771860767,0,True,True,1
34,3,39.073126771860764,0.39073126771860767,1,True,True,1
