rank,Cliente_ID,prob_pct,prob_compra,MoHoPol,is_top10pct,is_top5pct,decile
1,4.0,72.09191969144199,0.7209191969144199,1,True,True,1
2,6.0,71.64769206806868,0.7164769206806868,1,True,True,1
3,2.0,63.55814894076227,0.6355814894076227,1,True,True,1
4,2.0,58.17010167073677,0.5817010167073677,1,True,True,1
5,5.0,56.614825348944095,0.566148253489441,1,True,True,1
6,9.0,53.848830380545984,0.5384883038054599,1,True,True,1
7,4.0,53.5980821272439,0.535980821272439,1,True,True,1
8,3.0,51.01351574495613,0.5101351574495613,1,True,True,1
9,4.0,46.92994468654293,0.4692994468654293,1,True,True,1
10,4.0,46.92994468654293,0.4692994468654293,0,True,True,1
11,4.0,46.425864267286734,0.46425864267286737,1,True,True,1
12,5.0,45.6714170013835,0.456714170013835,1,True,True,1
13,5.0,45.485370073154705,0.454853700731547,1,True,True,1
14,4.0,44.21488302343477,0.44214883023434776,1,True,True,1
15,4.0,43.826132607358836,0.43826132607358836,0,True,True,1
16,4.0,43.39517749810319,0.4339517749810319,1,True,True,1
17,6.0,42.26243598737473,0.4226243598737473,1,True,True,1
18,2.0,41.74272910160418,0.4174272910160418,0,True,True,1
19,4.0,41.71317232651583,0.41713172326515835,0,True,True,1
20,4.0,41.71317232651583,0.41713172326515835,1,True,True,1
21,3.0,41.293474884368486,0.41293474884368486,1,True,True,1
22,9.0,41.20831206924001,0.41208312069240005,0,True,True,1
23,4.0,40.952582219545796,0.40952582219545797,1,True,True,1
24,3.0,40.6358780771187,0.406358780771187,0,True,True,1
25,3.0,40.6358780771187,0.406358780771187,1,True,True,1
26,5.0,39.94784559790114,0.39947845597901144,1,True,True,1
27,3.0,39.465410901895865,0.39465410901895864,0,True,True,1
28,3.0,39.465410901895865,0.39465410901895864,1,True,True,1
29,3.0,39.465410901895865,0.39465410901895864,0,True,True,1
30,3.0,39.465410901895865,0.39465410901895864,0,True,True,1
31,4.0,39.328922648014895,0.39328922648014897,0,True,True,1
32,4.0,39.22966684078615,0.39229666840786154,1,True,True,1
33,5.0,38.93071146301963,0.3893071146301963,0,True,True,1
34,5.0,38.69298911502575,0.38692989115025755,0,True,True,1
35,6.0,38.66311787710382,0.38663117877103825,0,True,True,1
36,4.0,38.38555324414807,0.38385553244148074,1,True,True,1
37,3.0,38.36886869922107,0.3836886869922107,1,True,True,1
38,0.0,38.1312043862535,0.38131204386253503,0,True,True,1
39,0.0,38.1312043862535,0.38131204386253503,0,True,True,1
40,4.0,38.11799507802196,0.3811799507802196,1,True,True,1
41,8.0,37.81641525040113,0.37816415250401125,0,True,True,1
42,8.0,37.81641525040113,0.37816415250401125,1,True,True,1
43,4.0,37.67427000786573,0.3767427000786573,1,True,True,1
44,4.0,37.67427000786573,0.3767427000786573,0,True,True,1
45,7.0,37.063771324114434,0.37063771324114436,1,True,True,1
46,2.0,36.973496423449845,0.3697349642344985,1,True,True,1
47,4.0,36.937958049768014,0.36937958049768016,0,True,True,1
48,5.0,36.90475834071242,0.3690475834071242,1,True,True,1
49,4.0,36.84559289324565,0.36845592893245654,0,True,True,1
50,4.0,36.84559289324565,0.36845592893245654,1,True,True,1
51,4.0,36.84559289324565,0.36845592893245654,0,True,True,1
52,2.0,36.67982731687331,0.3667982731687331,1,True,True,1
53,6.0,36.58846332526948,0.36588463325269477,0,True,True,1
54,3.0,36.56112273551007,0.3656112273551007,1,True,True,1
55,4.0,36.39512641024052,0.3639512641024052,0,True,True,1
56,4.0,36.39512641024052,0.3639512641024052,0,True,True,1
57,4.0,36.39512641024052,0.3639512641024052,0,True,True,1
58,3.0,36.34855964107103,0.36348559641071027,0,True,True,1
59,0.0,36.22449257644252,0.36224492576442524,0,True,True,1
60,5.0,36.17748649346693,0.36177486493466926,0,True,True,1
61,4.0,35.925849650914856,0.35925849650914854,1,True,True,1
62,4.0,35.669506663955794,0.35669506663955797,0,True,True,1
63,4.0,35.669506663955794,0.35669506663955797,0,True,True,1
64,4.0,35.669506663955794,0.35669506663955797,0,True,True,1
65,4.0,35.669506663955794,0.35669506663955797,0,True,True,1
66,4.0,35.64353580726773,0.3564353580726773,0,True,True,1
67,4.0,35.621861028711365,0.35621861028711366,1,True,True,1
68,4.0,34.903198110714364,0.3490319811071436,1,True,True,1
69,4.0,34.791091704696115,0.34791091704696114,0,True,True,1
70,6.0,34.77258006539651,0.3477258006539651,0,True,True,1
71,7.0,34.77258006539651,0.3477258006539651,1,True,True,1
72,3.0,34.5570561778947,0.345570561778947,0,True,True,1
73,3.0,34.35698385525293,0.34356983855252926,1,True,True,1
74,5.0,34.1619245040605,0.341619245040605,1,True,True,1
75,6.0,34.06198570115798,0.3406198570115798,0,True,True,1
76,6.0,33.85632615821926,0.33856326158219263,1,True,True,1
77,0.0,33.82405350401936,0.3382405350401936,0,True,True,1
78,4.0,33.665920076486074,0.3366592007648607,0,True,True,1
79,4.0,33.665920076486074,0.3366592007648607,1,True,True,1
80,4.0,33.665920076486074,0.3366592007648607,0,True,True,1
81,4.0,33.4325592790058,0.334325592790058,0,True,True,1
82,4.0,33.4325592790058,0.334325592790058,0,True,True,1
83,4.0,33.408075589774356,0.33408075589774355,1,True,True,1
84,3.0,33.20764113630412,0.33207641136304117,0,True,True,1
85,2.0,32.87212482310741,0.3287212482310741,0,True,True,1
86,6.0,32.79507005583035,0.3279507005583035,1,True,True,1
87,3.0,32.7326999104828,0.327326999104828,1,True,True,1
88,3.0,32.7326999104828,0.327326999104828,0,True,True,1
89,3.0,32.7326999104828,0.327326999104828,0,True,True,1
90,3.0,32.7326999104828,0.327326999104828,1,True,True,1
91,3.0,32.7326999104828,0.327326999104828,0,True,True,1
92,3.0,32.7326999104828,0.327326999104828,1,True,True,1
93,3.0,32.698434310688725,0.32698434310688723,1,True,True,1
94,2.0,32.58422769941299,0.32584227699412993,1,True,True,1
95,4.0,32.502542348240986,0.32502542348240987,0,True,True,1
96,7.0,32.35562286222663,0.3235562286222663,0,True,True,1
97,5.0,32.24063614238508,0.32240636142385076,0,True,True,1
98,5.0,32.24063614238508,0.32240636142385076,0,True,True,1
99,6.0,32.10499654591282,0.3210499654591282,0,True,True,1
100,4.0,31.98603089569972,0.3198603089569972,0,True,True,1
101,0.0,31.95615141616371,0.3195615141616371,1,True,True,1
102,3.0,31.839852919238798,0.318398529192388,0,True,True,1
103,6.0,31.693174238664884,0.31693174238664884,0,True,True,1
104,0.0,31.52414889958186,0.3152414889958186,1,True,True,1
105,3.0,31.099598688376652,0.3109959868837665,0,True,True,1
106,5.0,31.082788688545314,0.31082788688545315,1,True,True,1
107,1.0,30.91163328276861,0.3091163328276861,1,True,True,1
108,6.0,30.89352195355032,0.3089352195355032,0,True,True,1
109,4.0,30.87189850466781,0.3087189850466781,1,True,True,1
110,0.0,30.848542606526543,0.3084854260652654,0,True,True,1
111,0.0,30.799117287411875,0.30799117287411876,1,True,True,1
112,4.0,30.651738796212314,0.30651738796212313,1,True,True,1
113,5.0,30.03268276700683,0.3003268276700683,1,True,True,1
114,0.0,30.029754914916605,0.30029754914916607,0,True,True,1
115,3.0,30.024755182833147,0.30024755182833146,0,True,True,1
116,3.0,30.024755182833147,0.30024755182833146,1,True,True,1
117,3.0,30.024755182833147,0.30024755182833146,0,True,True,1
118,3.0,30.024755182833147,0.30024755182833146,0,True,True,1
119,3.0,29.964345300396587,0.2996434530039659,0,True,True,1
120,3.0,29.775066636956883,0.2977506663695688,0,True,True,1
121,4.0,29.648880967202384,0.29648880967202385,1,True,True,1
122,5.0,29.645498637124824,0.29645498637124823,0,True,True,1
123,5.0,29.645498637124824,0.29645498637124823,0,True,True,1
124,6.0,29.456765110220022,0.29456765110220023,0,True,True,1
125,6.0,29.456765110220022,0.29456765110220023,0,True,True,1
126,5.0,29.392632370012056,0.29392632370012056,0,True,True,1
127,0.0,29.146933681958547,0.2914693368195855,1,True,True,1
128,3.0,28.952621310506505,0.28952621310506504,0,True,True,1
129,3.0,28.952621310506505,0.28952621310506504,1,True,True,1
130,0.0,28.910756801340593,0.2891075680134059,0,True,True,1
131,4.0,28.85549398086404,0.2885549398086404,1,True,True,1
132,4.0,28.85549398086404,0.2885549398086404,1,True,True,1
133,4.0,28.85549398086404,0.2885549398086404,1,True,True,1
134,4.0,28.85549398086404,0.2885549398086404,0,True,True,1
135,0.0,28.75877947649127,0.2875877947649127,1,True,True,1
136,0.0,28.75877947649127,0.2875877947649127,1,True,True,1
137,0.0,28.75877947649127,0.2875877947649127,0,True,True,1
138,2.0,28.61423314147179,0.2861423314147179,1,True,True,1
139,2.0,28.613859966193942,0.28613859966193944,0,True,True,1
140,9.0,28.46854012970165,0.2846854012970165,0,True,True,1
141,4.0,28.448795865345684,0.28448795865345683,1,True,True,1
142,4.0,28.24499324215011,0.28244993242150107,0,True,True,1
143,4.0,28.002956900745556,0.28002956900745557,0,True,True,1
144,1.0,27.86730975590726,0.2786730975590726,1,True,True,1
145,5.0,27.819327328292143,0.2781932732829214,0,True,True,1
146,5.0,27.819327328292143,0.2781932732829214,0,True,True,1
147,4.0,27.817224013640875,0.27817224013640873,0,True,True,1
148,0.0,27.782292390470452,0.27782292390470453,0,True,True,1
149,4.0,27.7517409885952,0.27751740988595197,1,True,True,1
150,4.0,27.673241765999528,0.2767324176599953,0,True,True,1
151,4.0,27.473560106514693,0.27473560106514694,1,True,True,1
152,4.0,27.473560106514693,0.27473560106514694,0,True,True,1
153,4.0,27.473560106514693,0.27473560106514694,0,True,True,1
154,4.0,27.473560106514693,0.27473560106514694,0,True,True,1
155,4.0,27.473560106514693,0.27473560106514694,0,True,True,1
156,2.0,27.42030356251585,0.2742030356251585,0,True,True,1
157,2.0,27.42030356251585,0.2742030356251585,0,True,True,1
158,2.0,27.3458641621648,0.273458641621648,0,True,True,1
159,4.0,27.204688189869646,0.27204688189869647,0,True,True,1
160,4.0,27.189431189468017,0.27189431189468016,1,True,True,1
161,5.0,27.14291105072593,0.2714291105072593,0,True,True,1
162,5.0,27.14291105072593,0.2714291105072593,0,True,True,1
163,5.0,27.14291105072593,0.2714291105072593,0,True,True,1
164,4.0,26.522421054806287,0.2652242105480629,1,True,True,1
165,4.0,26.453329143184796,0.26453329143184795,0,True,True,1
166,4.0,26.429457430629416,0.26429457430629416,0,True,True,1
167,5.0,26.413531105557247,0.2641353110555725,0,True,True,1
168,5.0,26.413531105557247,0.2641353110555725,1,True,True,1
169,4.0,26.390889654551497,0.26390889654551497,0,True,True,1
