Cliente_ID,prob_compra,MoHoPol
355,0.7543206031959423,1
872,0.7031854594846928,1
884,0.623235332283777,1
1071,0.5903671562062344,1
576,0.5879165503838143,1
1110,0.5593551393909618,1
4146,0.5460424626408427,1
1060,0.49981683648129605,1
1690,0.4668498176136323,1
945,0.46543249127133857,1
183,0.4545611928445011,1
2958,0.4534904663250783,0
584,0.4534904663250783,1
3846,0.44273796915630087,1
3654,0.4375463118183416,1
3977,0.4311624202637923,1
116,0.4311624202637923,0
406,0.4304926455791113,0
684,0.43019424655883587,0
153,0.4294343359915959,1
1947,0.4294343359915959,0
3550,0.42759243459665913,1
706,0.42140974150557176,1
3005,0.4178722224537449,0
609,0.4153944713171173,1
2131,0.4131897852156765,1
2909,0.40182577906269973,1
324,0.400991419647493,1
1001,0.39616110715673997,0
191,0.39175851109194215,0
2957,0.39115521408139575,1
549,0.39073126771860767,0
558,0.39073126771860767,0
445,0.39073126771860767,1
716,0.39073126771860767,0
924,0.3883412528728009,0
1659,0.3883412528728009,1
3436,0.3883412528728009,0
2659,0.3875823536810295,0
4548,0.38637298247091295,0
2939,0.38535263909554573,0
623,0.38535263909554573,1
3434,0.3801929537096322,0
3393,0.3801929537096322,0
603,0.37708876162731914,1
4641,0.37445012550818546,1
4271,0.372920021503406,0
2828,0.372920021503406,1
62,0.3701782339905169,0
2555,0.3701782339905169,0
1290,0.3701782339905169,0
3812,0.36973726777618915,0
571,0.3692677666920257,0
4180,0.3654993095700054,0
2708,0.3654993095700054,0
503,0.3654993095700054,0
2439,0.3654993095700054,0
820,0.365155812813839,1
81,0.3635087092695459,0
229,0.36030092092840754,0
2840,0.3584236187146248,1
2996,0.3572267577101558,1
4624,0.35535829877118563,1
3425,0.3487214099693892,1
263,0.34784605123586393,0
3776,0.34655796129122657,1
714,0.34409327712759724,0
2402,0.34407256530956176,1
309,0.34407256530956176,0
168,0.34300840415004336,1
1509,0.3414972888080278,1
3855,0.34103433769980707,1
4628,0.34093226250024233,0
4495,0.34047606971576133,1
3525,0.3378374136582107,1
780,0.33700868797407346,0
238,0.33700868797407346,1
1476,0.33700868797407346,0
704,0.3362600744406896,0
2520,0.3362600744406896,0
1221,0.3350003472595318,0
287,0.3339472569167879,1
4131,0.33342593629080197,0
2563,0.33297982919679175,1
1049,0.3294373676616333,1
1985,0.32920859913132317,0
2492,0.32860938978822213,0
3591,0.3282801135851938,0
2527,0.3273374042010936,0
217,0.3273374042010936,0
2101,0.3271605839983761,1
4489,0.32638843703810677,0
2868,0.32638843703810677,1
10,0.32638843703810677,1
2206,0.32638843703810677,1
198,0.32638843703810677,0
3217,0.32638843703810677,0
264,0.3255147084840503,1
1084,0.32500972903726616,0
1138,0.32209184904707105,1
542,0.3217603915539434,0
1674,0.3192421633685202,0
3989,0.3164963112934261,1
3653,0.3151392242563439,1
3293,0.31393167066249006,0
3734,0.3134206193115503,0
4237,0.31326706972066604,1
2885,0.311935216877438,0
987,0.3097986734182129,1
1008,0.307772767675892,0
1264,0.3073339185837266,0
3740,0.30706144430747334,1
4313,0.30706144430747334,0
1558,0.30706144430747334,1
439,0.30706144430747334,1
678,0.30596780201309565,1
1740,0.3052380153227515,0
4280,0.3046640447687073,1
2042,0.3046640447687073,0
392,0.3046640447687073,0
1842,0.3046640447687073,0
2735,0.30298689253710703,1
2355,0.3011710493740769,1
537,0.3007911480727975,0
1664,0.3004538756043708,0
223,0.3002382631966444,0
235,0.2998714450129086,0
2068,0.2998714450129086,0
1330,0.2985916996817643,1
1122,0.29773490945262654,0
4209,0.2974995398661394,0
2099,0.29661871231114545,0
4292,0.29559341538068584,0
3981,0.29559341538068584,0
3473,0.2928430740539212,1
146,0.2928430740539212,0
1,0.2928430740539212,1
3252,0.2922721330477101,0
734,0.29043252100383016,0
3309,0.29043252100383016,0
2919,0.28912948557224183,1
4277,0.28900863763604284,0
120,0.28894710021999664,0
3127,0.287199247195823,0
106,0.28688470008120254,0
3444,0.28688470008120254,1
2569,0.28661869556525627,0
4450,0.286341003438063,0
2114,0.28389178679046956,0
3774,0.27982683179999324,0
833,0.2791065927949268,1
1073,0.2787621376027616,1
2045,0.2787101800268944,0
3095,0.2787101800268944,0
2609,0.2774834172177562,0
76,0.2774834172177562,0
1010,0.2774834172177562,0
1103,0.2774834172177562,0
3478,0.2774834172177562,1
3264,0.2768981312620969,1
3972,0.2762866468546355,0
3535,0.27388071279090503,1
2317,0.27326375418394633,1
915,0.27180056268290204,0
361,0.2692807350055821,1
2049,0.2692807350055821,0
3151,0.2692807350055821,0
1467,0.2684937462545565,1
1200,0.2671682650062389,0
2385,0.2671682650062389,1
243,0.26523849311473074,1
3571,0.2647485256431196,0
202,0.2647485256431196,1
1915,0.26427424470610733,0
4128,0.2637855204859853,0
3373,0.2634982706879034,0
2510,0.2634982706879034,1
1563,0.26282668138046417,0
1340,0.26220953606965136,0
3738,0.26220953606965136,0
795,0.26220953606965136,0
357,0.2607082789609836,1
2332,0.2595714836754024,0
4032,0.2586194409599395,1
963,0.25838958887443114,0
1412,0.25838958887443114,1
0,0.25559916024097806,1
3356,0.25549282418496266,1
2743,0.25549282418496266,0
353,0.25523807900633017,0
3600,0.2547282959289647,0
2702,0.2547282959289647,1
3510,0.2546634603022268,0
1318,0.25318154935426845,0
1309,0.2528793109272755,0
1675,0.25037699813844283,1
2053,0.24884169988810634,0
380,0.24856692205764785,0
1132,0.24774697980115146,0
2153,0.2475426991402412,0
4598,0.2475426991402412,0
1734,0.24724141124937768,0
1544,0.24708749414221418,0
16,0.24600089606513303,0
3874,0.2452344342734909,1
3952,0.24505593215242916,0
2540,0.24480952308730525,0
135,0.24480952308730525,0
505,0.2447831841311414,1
128,0.24345672110587901,1
3294,0.24337728942803802,1
1724,0.24287326179292895,0
4626,0.24269034912095683,1
4518,0.2425531760432591,0
684,0.2417096351516084,0
4018,0.24124737973800925,0
3448,0.24124737973800925,0
766,0.24110859202504845,0
953,0.24090306589344154,0
666,0.24028384169756536,1
1207,0.24028384169756536,1
3129,0.24028384169756536,1
1561,0.2393531647129376,0
3389,0.23900659375129513,0
1538,0.23900659375129513,0
2852,0.23823906446682927,0
1019,0.23811292794408012,0
2093,0.2378492009562386,0
1599,0.2378492009562386,0
409,0.23725435044667104,0
4355,0.23704213597834994,1
1745,0.2362381266742394,0
227,0.23588252161356577,0
610,0.23547739473776969,0
713,0.23279977193918533,0
4007,0.23245544154513578,0
4222,0.23244049635065273,0
2278,0.23108191262807853,0
3998,0.2310680096622311,0
185,0.2296405353768585,0
3087,0.2293488648038875,0
258,0.22803600029674176,0
1086,0.22715869430247193,0
1720,0.22665390665632199,0
2925,0.22620447850258363,0
538,0.22576884383530882,0
2749,0.224849624745741,1
2653,0.22455052119367142,1
4655,0.22455052119367142,1
441,0.22455052119367142,0
567,0.22347501003798645,0
1152,0.22347501003798645,0
4647,0.22342965895012565,0
1396,0.22175952426927753,0
1310,0.22160671788217604,0
4127,0.22160671788217604,1
1731,0.22087622099372872,0
2597,0.22063801025713886,0
4398,0.2202795428882402,0
817,0.21943108831053532,0
4478,0.21943108831053532,1
1452,0.21897957410407937,0
502,0.21897957410407937,1
84,0.21837091282567522,0
1010,0.21799861712452176,1
2838,0.2172001502868702,0
873,0.21700810210712967,0
3308,0.21640966402226522,0
4291,0.21622233917089706,0
3931,0.21622233917089706,0
2895,0.21546675312085153,1
1131,0.21546675312085153,0
1916,0.21546675312085153,1
1121,0.21546675312085153,0
902,0.21546675312085153,0
4560,0.21546675312085153,1
1610,0.21508123165561902,0
1790,0.21499586670717802,0
2352,0.2149025562749943,0
3801,0.21328668922455388,0
4341,0.21328668922455388,0
4366,0.2120885444744666,1
3359,0.2111709603035365,0
936,0.21094375390046197,0
247,0.2105187704652658,0
838,0.21038451114659074,0
1094,0.2096282274315187,0
1616,0.20962227342707476,0
608,0.20909105390270838,1
2805,0.2078397502185772,0
924,0.20614323454517725,0
822,0.2054319211387682,1
303,0.20474886721798122,1
3433,0.20474886721798122,0
282,0.20474886721798122,0
2549,0.20474886721798122,0
2218,0.20434357122408817,0
4562,0.20434357122408817,0
799,0.2042520205183179,0
4302,0.2037316210569737,1
2048,0.20357896431757894,0
220,0.2028118466891512,0
101,0.2026756372139978,1
915,0.20258080989772592,0
3603,0.20253157175581235,0
4077,0.201993702391143,1
3143,0.20092089409647287,0
2955,0.20031688441603818,0
4022,0.2000914556327042,0
232,0.19990898303790774,0
576,0.19930839748693152,1
2967,0.1990007349782917,0
4353,0.19865523533239457,0
4522,0.1985772612473896,0
990,0.19830000853322116,1
1161,0.19822755438285647,1
3391,0.19822755438285647,0
2259,0.19800267723754011,0
1725,0.19800267723754011,0
3452,0.19794501040818815,0
1885,0.19779792923553052,0
3470,0.19733869927727657,0
2667,0.19710005890985494,0
3910,0.19703766363941078,0
2245,0.1970057059615641,1
2333,0.1967249223191822,0
1017,0.1967027168826046,0
1665,0.19663092908657345,0
2536,0.19652894617331038,0
1262,0.19601207794454478,0
2321,0.19503265052588328,0
110,0.19498702876300622,0
879,0.19498702876300622,0
4462,0.19498702876300622,0
614,0.19486429712508732,0
550,0.19461715635831164,0
4244,0.19442552705427152,0
3043,0.19437881374987034,1
1071,0.19390683832678254,1
2394,0.1938776968867934,1
432,0.19356342339018018,0
938,0.19356342339018018,0
769,0.19356342339018018,1
1066,0.19356342339018018,0
196,0.19356342339018018,1
2375,0.1935227454481595,0
652,0.19330514377097363,0
3679,0.19330514377097363,0
328,0.19330514377097363,0
3836,0.19328602142223078,0
2774,0.19231809367095534,0
224,0.19211580862129954,0
3053,0.19211580862129954,1
4150,0.1913470353699521,0
3940,0.19133986359801622,0
2989,0.19132567415766463,0
405,0.19114012301149155,0
3158,0.19045378490072637,0
204,0.19004320334722316,0
3775,0.1899171775420922,0
4115,0.18943025471868466,0
943,0.18943025471868466,0
1168,0.18941296661149096,1
2005,0.1892284976594577,1
1133,0.18912767763112384,0
725,0.1889754737352542,1
4578,0.18891965605070976,0
230,0.18851144009021115,0
3833,0.1883949287619902,1
3212,0.18769735744550775,0
2363,0.1874066613902626,0
749,0.18732577133216097,0
3342,0.18641547526006924,0
144,0.18619780364132424,0
3499,0.18571393638159017,0
4305,0.18539657836478474,0
1273,0.1853037579881609,0
2784,0.1853037579881609,0
113,0.1851138141326004,0
2712,0.18461531350102336,1
2759,0.18432898030022093,0
725,0.18397717263110983,1
3599,0.1838542110884486,0
347,0.18341425349060014,0
4223,0.18341425349060014,1
816,0.18221702631663075,0
2256,0.18221702631663075,0
590,0.18221702631663075,0
452,0.18221702631663075,1
2419,0.18221702631663075,0
2365,0.18221702631663075,0
905,0.18221702631663075,0
578,0.1821351290860811,0
634,0.18203572840147858,0
3331,0.18203572840147858,1
1508,0.18192150079208855,1
1619,0.18157771227903416,0
296,0.18143743200816623,1
1027,0.18129580305385193,0
627,0.18127160916535398,1
1626,0.18094045538033535,0
715,0.18042144914182315,0
3937,0.18032748238461616,0
1097,0.1801864623750753,0
463,0.1801448424297741,0
4537,0.179627514073935,0
783,0.1792244159401985,0
3683,0.17906096647959102,1
1719,0.17848770021530116,0
448,0.17843587947964634,1
2938,0.17786599025997932,0
1088,0.17750361331888986,0
4581,0.17740203905195245,0
2766,0.17740203905195245,0
